route,description
T3050M3PPMM1,"Inspect Regulator - T3060 - DMA Entry Clamp Roll
Inspect Hose - T3060 - DMA Entry Clamp Roll
Inspect Regulator - T3090 - DMA Dancer Rolls (Tension)
Inspect Hose - T3090 - DMA Dancer Rolls (Tension)"
T3050Y1PPME,"Inspect Encoder - T3065 - DMA Entry Roll
Inspect Winding(AC) - T3065 - DMA Entry Roll
Inspect Encoder - T3085 - DMA Exit Roll
Inspect Winding(AC) - T3085 - DMA Exit Roll"
T3050Y1PPME1,"Inspect Encoder - T3100 - DMA Exit Center Alignment Rolls
Inspect Winding(DC) - T3100 - DMA Exit Center Alignment Rolls
Inspect Encoder - T3110 - DMA Exit Slitter (Parallel Center Cut)
Inspect Winding(DC) - T3110 - DMA Exit Slitter (Parallel Center Cut)"
T3140M1LUBM,Inspect Bearing
T3140M1LUBM1,BEARING INSPECTION
T3140M1LUBM2,BEARING INSPECTION
T3140M1LUBM3,"Motor Bearing Inspection - T3170 - Bottom Extrusion Resin Feeder 7
Gearbox Bearing Inspection - T3170 - Bottom Extrusion Resin Feeder 7
Conveyor Screw Bearing Inspection - T3170 - Bottom Extrusion Resin Feeder 7
Motor Bearing Inspection - T3185 - Bottom Extrusion Recycle Feeder 11
Gearbox Bearing Inspection - T3185 - Bottom Extrusion Recycle Feeder 11
Conveyor Screw Bearing Inspection - T3185 - Bottom Extrusion Recycle Feeder 11
Motor Bearing Inspection - T3265 - Top Resin Feeder 1
Gearbox Bearing Inspection - T3265 - Top Resin Feeder 1
Conveyor Screw Bearing Inspection - T3265 - Top Resin Feeder 1
Motor Bearing Inspection - T3274 - Top Flame Retardant Feeder 4
Gearbox Bearing Inspection - T3274 - Top Flame Retardant Feeder 4
Conveyor Screw Bearing Inspection - T3274 - Top Flame Retardant Feeder 4
Motor Bearing Inspection - T3283 - Top White Pigment Feeder 6
Gearbox Bearing Inspection - T3283 - Top White Pigment Feeder 6
Conveyor Screw Bearing Inspection - T3283 - Top White Pigment Feeder 6"
T3140M1LUBM4,"Motor (AC) Bearing Inspection - T3179 - Bottom Extrusion Flame Retardant Feeder 10
Gearbox Bearing Inspection - T3179 - Bottom Extrusion Flame Retardant Feeder 10
Motor (DC) Bearing Inspection - T3179 - Bottom Extrusion Flame Retardant Feeder 10
Conveyor Screw Bearing Inspection - T3179 - Bottom Extrusion Flame Retardant Feeder 10
Motor (AC) Bearing Inspection - T3188 - Bottom Extrusion Edge Trim Feeder 12
Gearbox Bearing Inspection - T3188 - Bottom Extrusion Edge Trim Feeder 12
Motor (DC) Bearing Inspection - T3188 - Bottom Extrusion Edge Trim Feeder 12
Conveyor Screw Bearing Inspection - T3188 - Bottom Extrusion Edge Trim Feeder 12
Motor (AC) Bearing Inspection - T3193 - Bottom Extrusion Weathering Package Feeder 13
Gearbox Bearing Inspection - T3193 - Bottom Extrusion Weathering Package Feeder 13
Motor (DC) Bearing Inspection - T3193 - Bottom Extrusion Weathering Package Feeder 13
Conveyor Screw Bearing Inspection - T3193 - Bottom Extrusion Weathering Package Feeder 13
Motor (AC) Bearing Inspection - T3280 - Top Weathering Package Feeder 5
Gearbox Bearing Inspection - T3280 - Top Weathering Package Feeder 5
Motor (DC) Bearing Inspection - T3280 - Top Weathering Package Feeder 5
Conveyor Screw Bearing Inspection - T3280 - Top Weathering Package Feeder 5"
T3140M1PDME,Inspect Motor(AC)
T3140M1PDME1,"Inspect Motor(AC) - T3179 - Bottom Extrusion Flame Retardant Feeder 10
Inspect Motor(DC) - T3179 - Bottom Extrusion Flame Retardant Feeder 10
Inspect Motor(AC) - T3188 - Bottom Extrusion Edge Trim Feeder 12
Inspect Motor(DC) - T3188 - Bottom Extrusion Edge Trim Feeder 12
Inspect Motor(AC) - T3193 - Bottom Extrusion Weathering Package Feeder 13
Inspect Motor(DC) - T3193 - Bottom Extrusion Weathering Package Feeder 13
Inspect Motor(AC) - T3280 - Top Weathering Package Feeder 5
Inspect Motor(DC) - T3280 - Top Weathering Package Feeder 5"
T3140M1PDME2,Inspect Motor(DC)
T3140M1PDMM,"REGULATOR (PNEUMATIC) INSPECTION - T3198 - Bottom Extruder
VALVE (PNEUMATIC) INSPECTION - T3198 - Bottom Extruder
REGULATOR (PNEUMATIC) INSPECTION - T3285 - Top Extruder
VALVE (PNEUMATIC) INSPECTION - T3285 - Top Extruder"
T3140M1PDMM1,Inspect Motor(AC)
T3140M1PPMM,"Inspect GearBox - T3290 - Top Calender Roll 1
Inspect Roll(Calender) - T3290 - Top Calender Roll 1
Inspect GearBox - T3291 - Top Calender Roll 2
Inspect Roll(Calender) - T3291 - Top Calender Roll 2
Inspect GearBox - T3293 - Top Calender Roll 3
Inspect Roll(Calender) - T3293 - Top Calender Roll 3"
T3140M1PPMM1,Inspect Packing Gland
T3140M1PPMM2,Inspect Oil(Gearbox)
T3140M1PPMM3,Inspect Hose
T3140M1PPMM4,Inspect Roll
T3140M1PPMM5,"Inspect GearBox - T3211 - Bottom Extrusion Calender Roll 2
Inspect Roll(Calender) - T3211 - Bottom Extrusion Calender Roll 2
Inspect GearBox - T3214 - Bottom Extrusion Calender Roll 3
Inspect Roll(Calender) - T3214 - Bottom Extrusion Calender Roll 3"
T3140M3PDME,"BEARING INSPECTION - T3198 - Bottom Extruder
JUNCTION BOX INSPECTION - T3198 - Bottom Extruder
BEARING INSPECTION - T3285 - Top Extruder
JUNCTION BOX INSPECTION - T3285 - Top Extruder"
T3140M3PDMM,BEARING INSPECTION
T3140M3PDMM1,"Motor (AC) Bearing Inspection - T3179 - Bottom Extrusion Flame Retardant Feeder 10
Motor (DC) Bearing Inspection - T3179 - Bottom Extrusion Flame Retardant Feeder 10
Gearbox Bearing Inspection - T3179 - Bottom Extrusion Flame Retardant Feeder 10
Belt (Timing) Inspection - T3179 - Bottom Extrusion Flame Retardant Feeder 10
Pulley (Timing) Inspection - T3179 - Bottom Extrusion Flame Retardant Feeder 10
Conveyor Screw Bearing Inspection - T3179 - Bottom Extrusion Flame Retardant Feeder 10
Motor (AC) Bearing Inspection - T3188 - Bottom Extrusion Edge Trim Feeder 12
Motor (DC) Bearing Inspection - T3188 - Bottom Extrusion Edge Trim Feeder 12
Gearbox Bearing Inspection - T3188 - Bottom Extrusion Edge Trim Feeder 12
Belt (Timing) Inspection - T3188 - Bottom Extrusion Edge Trim Feeder 12
Pulley (Timing) Inspection - T3188 - Bottom Extrusion Edge Trim Feeder 12
Conveyor Screw Bearing Inspection - T3188 - Bottom Extrusion Edge Trim Feeder 12
Motor (AC) Bearing Inspection - T3193 - Bottom Extrusion Weathering Package Feeder 13
Motor (DC) Bearing Inspection - T3193 - Bottom Extrusion Weathering Package Feeder 13
Gearbox Bearing Inspection - T3193 - Bottom Extrusion Weathering Package Feeder 13
Belt (Timing) Inspection - T3193 - Bottom Extrusion Weathering Package Feeder 13
Pulley (Timing) Inspection - T3193 - Bottom Extrusion Weathering Package Feeder 13
Conveyor Screw Bearing Inspection - T3193 - Bottom Extrusion Weathering Package Feeder 13
Motor (AC) Bearing Inspection - T3280 - Top Weathering Package Feeder 5
Motor (DC) Bearing Inspection - T3280 - Top Weathering Package Feeder 5
Gearbox Bearing Inspection - T3280 - Top Weathering Package Feeder 5
Belt (Timing) Inspection - T3280 - Top Weathering Package Feeder 5
Pulley (Timing) Inspection - T3280 - Top Weathering Package Feeder 5
Conveyor Screw Bearing Inspection - T3280 - Top Weathering Package Feeder 5"
T3140M3PDMM2,"Gearbox Bearing Inspection - T3185 - Bottom Extrusion Recycle Feeder 11
Belt (Timing) Inspection - T3185 - Bottom Extrusion Recycle Feeder 11
Pulley (Timing) Inspection - T3185 - Bottom Extrusion Recycle Feeder 11
Conveyor Screw Bearing Inspection - T3185 - Bottom Extrusion Recycle Feeder 11
Motor (DC) Bearing Inspection - T3185 - Bottom Extrusion Recycle Feeder 11
Gearbox Bearing Inspection - T3265 - Top Resin Feeder 1
Belt (Timing) Inspection - T3265 - Top Resin Feeder 1
Pulley (Timing) Inspection - T3265 - Top Resin Feeder 1
Conveyor Screw Bearing Inspection - T3265 - Top Resin Feeder 1
Motor (DC) Bearing Inspection - T3265 - Top Resin Feeder 1
Gearbox Bearing Inspection - T3274 - Top Flame Retardant Feeder 4
Belt (Timing) Inspection - T3274 - Top Flame Retardant Feeder 4
Pulley (Timing) Inspection - T3274 - Top Flame Retardant Feeder 4
Conveyor Screw Bearing Inspection - T3274 - Top Flame Retardant Feeder 4
Motor (DC) Bearing Inspection - T3274 - Top Flame Retardant Feeder 4"
T3140M3PDMM3,"Motor Bearing - T3203 - Bottom Extruder Melt Pump
Valve Inspection - T3203 - Bottom Extruder Melt Pump
Pump Bearing - T3203 - Bottom Extruder Melt Pump
Motor Bearing - T3288 - Top Extruder Melt Pump
Valve Inspection - T3288 - Top Extruder Melt Pump
Pump Bearing - T3288 - Top Extruder Melt Pump"
T3140M3PPME,"Inspect Fan(Motor) - T3198 - Bottom Extruder
Inspect Power Cable - T3198 - Bottom Extruder
Inspect Junction Box - T3198 - Bottom Extruder
Inspect Coupling - T3198 - Bottom Extruder
Inspect Bolt - T3198 - Bottom Extruder
Inspect Fan(Motor) - T3285 - Top Extruder
Inspect Power Cable - T3285 - Top Extruder
Inspect Junction Box - T3285 - Top Extruder
Inspect Coupling - T3285 - Top Extruder
Inspect Bolt - T3285 - Top Extruder"
T3140M3PPME1,Inspect Sensor(Thermo)
T3140M3PPME2,"Inspect Load Cell - T3170 - Bottom Extrusion Resin Feeder 7
Inspect Load Cell Test - T3170 - Bottom Extrusion Resin Feeder 7
Inspect Load Cell - T3176 - Bottom Extrusion Pigment Feeder 9 (Black)
Inspect Load Cell Test - T3176 - Bottom Extrusion Pigment Feeder 9 (Black)
Inspect Load Cell - T3179 - Bottom Extrusion Flame Retardant Feeder 10
Inspect Load Cell Test - T3179 - Bottom Extrusion Flame Retardant Feeder 10
Inspect Load Cell - T3185 - Bottom Extrusion Recycle Feeder 11
Inspect Load Cell Test - T3185 - Bottom Extrusion Recycle Feeder 11
Inspect Load Cell - T3188 - Bottom Extrusion Edge Trim Feeder 12
Inspect Load Cell Test - T3188 - Bottom Extrusion Edge Trim Feeder 12
Inspect Load Cell - T3193 - Bottom Extrusion Weathering Package Feeder 13
Inspect Load Cell Test - T3193 - Bottom Extrusion Weathering Package Feeder 13
Inspect Load Cell - T3265 - Top Resin Feeder 1
Inspect Load Cell Test - T3265 - Top Resin Feeder 1"
T3140M3PPME3,"Junction Box Inspection - T3208 - Bottom Extrusion Calender Roll 1
Fan Motor (AC) Inspection - T3208 - Bottom Extrusion Calender Roll 1
Power Cable Inspection - T3208 - Bottom Extrusion Calender Roll 1
Motor and Gearbox  Coupling Inspection - T3208 - Bottom Extrusion Calender Roll 1
Junction Box Inspection - T3211 - Bottom Extrusion Calender Roll 2
Fan Motor (AC) Inspection - T3211 - Bottom Extrusion Calender Roll 2
Power Cable Inspection - T3211 - Bottom Extrusion Calender Roll 2
Motor and Gearbox  Coupling Inspection - T3211 - Bottom Extrusion Calender Roll 2
Junction Box Inspection - T3214 - Bottom Extrusion Calender Roll 3
Fan Motor (AC) Inspection - T3214 - Bottom Extrusion Calender Roll 3
Power Cable Inspection - T3214 - Bottom Extrusion Calender Roll 3
Motor and Gearbox  Coupling Inspection - T3214 - Bottom Extrusion Calender Roll 3
Junction Box Inspection - T3290 - Top Calender Roll 1
Fan Motor (AC) Inspection - T3290 - Top Calender Roll 1
Power Cable Inspection - T3290 - Top Calender Roll 1
Motor and Gearbox  Coupling Inspection - T3290 - Top Calender Roll 1"
T3140M3PPMM,Inspect Bolt
T3140M3PPMM1,"Inspect Lubricator - T3198 - Bottom Extruder
Inspect Filter - T3198 - Bottom Extruder
Inspect Lubricator - T3285 - Top Extruder
Inspect Filter - T3285 - Top Extruder"
T3140M3PPMM2,Inspect Regulator(Pneumatic)
T3140M3PPMM3,Inspect Bolt
T3140M3PPMM4,"Inspect Bolts (Motor AC and Roll (Calender)) - T3211 - Bottom Extrusion Calender Roll 2
Inspect Bolt (Motor AC and Roll (Calender)) - T3214 - Bottom Extrusion Calender Roll 3"
T3140M3PPMO,Inspect Bolt
T3140M6PDMM,PIPE (PNEUMATIC) INSPECTION
T3140M6PPMM,Inspect Screw
T3140W1HKGE,"Fan Motor Inspection - T3170 - Bottom Extrusion Resin Feeder 7
Screw Inspection - T3170 - Bottom Extrusion Resin Feeder 7
Chute Inspection - T3170 - Bottom Extrusion Resin Feeder 7
Fan Motor Inspection - T3179 - Bottom Extrusion Flame Retardant Feeder 10
Screw Inspection - T3179 - Bottom Extrusion Flame Retardant Feeder 10
Chute Inspection - T3179 - Bottom Extrusion Flame Retardant Feeder 10
Fan Motor Inspection - T3185 - Bottom Extrusion Recycle Feeder 11
Screw Inspection - T3185 - Bottom Extrusion Recycle Feeder 11
Chute Inspection - T3185 - Bottom Extrusion Recycle Feeder 11
Fan Motor Inspection - T3188 - Bottom Extrusion Edge Trim Feeder 12
Screw Inspection - T3188 - Bottom Extrusion Edge Trim Feeder 12
Chute Inspection - T3188 - Bottom Extrusion Edge Trim Feeder 12
Fan Motor Inspection - T3193 - Bottom Extrusion Weathering Package Feeder 13
Screw Inspection - T3193 - Bottom Extrusion Weathering Package Feeder 13
Chute Inspection - T3193 - Bottom Extrusion Weathering Package Feeder 13"
T3140W1HKGO,ROLL (CALENDER) INSPECTION
T3140W1HKGO1,LENS INSPECTION
T3140W1PPMM,AIR NOZZLE INSPECTION
T3140W1PPMM1,Inspect Trough(TPO Extruder)
T3140W52PPMO,Inspect Load Cell Test
T3140Y1LUBM,OIL (GEARBOX) INSPECTION
T3140Y1LUBM1,Replace Gearbox Oil
T3140Y1LUBM2,Gearbox Oil Inspection
T3140Y1PDME,WINDING INSPECTION
T3140Y1PDMM,"SCREW INSPECTION - T3198 - Bottom Extruder
BEARING INSPECTION - T3198 - Bottom Extruder
SCREW INSPECTION - T3285 - Top Extruder
BEARING INSPECTION - T3285 - Top Extruder"
T3140Y1PPME,"Inspect Encoder - T3198 - Bottom Extruder
Inspect Winding(AC) - T3198 - Bottom Extruder
Inspect Encoder - T3285 - Top Extruder
Inspect Winding(AC) - T3285 - Top Extruder"
T3140Y1PPMM,CLUTCH INSPECTION
T3140Y1PPMM1,Inspect Extrusion Die
T3140Y1PPMM2,NUCLEAR GAUGE INSPECTION
T3400M1PPMM,"Inspect GearBox - T3423 - Cooling Roll 2
Inspect Roll - T3423 - Cooling Roll 2
Inspect Roll(Chrome) - T3423 - Cooling Roll 2
Inspect GearBox - T3426 - Cooling Roll 3
Inspect Roll - T3426 - Cooling Roll 3
Inspect Roll(Chrome) - T3426 - Cooling Roll 3
Inspect GearBox - T3429 - Cooling Roll 4
Inspect Roll - T3429 - Cooling Roll 4
Inspect Roll(Chrome) - T3429 - Cooling Roll 4
Inspect GearBox - T3432 - Cooling Roll 5
Inspect Roll - T3432 - Cooling Roll 5
Inspect Roll(Chrome) - T3432 - Cooling Roll 5
Inspect GearBox - T3420 - Cooling Roll 1
Inspect Roll - T3420 - Cooling Roll 1
Inspect Roll(Chrome) - T3420 - Cooling Roll 1"
T4200W1HKGM,PHOTO EYE INSPECTION
T4200W1HKGO,ROLL INSPECTION
T4400M1LUBM,BEARING INSPECTION
T4400M1PDMM,BEARING INSPECTION
T4400M1PDMM1,"PULLEY (CONVEYOR) INSPECTION - T4404 - Single Roll Belt Conveyor 1 (with Reject Mechanism)
BEARING INSPECTION - T4404 - Single Roll Belt Conveyor 1 (with Reject Mechanism)
PULLEY (CONVEYOR) INSPECTION - T4408 - Single Roll Belt Conveyor 2
BEARING INSPECTION - T4408 - Single Roll Belt Conveyor 2"
T4400M1PPMM1,BEARING INSPECTION
T4400M1PPMM2,"Inspect Belt(Conveyor) - T4404 - Single Roll Belt Conveyor 1 (with Reject Mechanism)
Inspect Pulley(Conveyor) - T4404 - Single Roll Belt Conveyor 1 (with Reject Mechanism)
Inspect Belt(Conveyor) - T4408 - Single Roll Belt Conveyor 2
Inspect Pulley(Conveyor) - T4408 - Single Roll Belt Conveyor 2"
T4400W1HKGM,BELT (CONVEYOR) INSPECTION
T4400W1HKGO,ROLL INSPECTION
T4400Y1PPMM1,Inspect Idler Roller(Conveyor)
T4600M1LUBM,BEARING INSPECTION
T4600M1PDMM,BEARING INSPECTION
T4600M3HKGM,ROLLER (CONVEYOR) INSPECTION
T4600M3PPMM,Inspect Roller(Conveyor)
WAC001M1PDME,Winding (AC) Inspection
